filename	title	mode	text	position	sentence_index	recap_length	passage_length
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Jorge releases a small mouse into the glass casing of the baby corn snake.	0.00702	1	0	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The corn snake lunges forward, striking the mouse with lightning speed before coiling around its prey.	0.00702	1	0	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	He hurriedly feeds the animals at Valparaiso Pet Needs before the store opens for customers.	0.01805	2	14	22
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	As the doorbell jingles, the first customers walk in, and he hurriedly balances a bowl of kibble while guiding a curious puppy away from a stack of merchandise.	0.01805	2	14	22
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The puppies eagerly bark as they await their meal.	0.02357	3	29	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	A bowl of kibble is placed on the floor, and the puppies rush forward, eagerly devouring their meal.	0.02357	3	29	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	He finishes sealing the snake casings and then retrieves a large bag of dog food from the backroom.	0.0331	4	38	19
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	He pours the dog food into the massive storage container, a satisfied grin spreading across his face as he prepares for the upcoming storm.	0.0331	4	38	19
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The store is remarkably small.	0.03561	5	56	5
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	A customer accidentally knocks over a display, sending a cascade of items clattering to the floor.	0.03561	5	56	5
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The local pet store lacks the wide selection offered by larger chain retailers.	0.04112	6	61	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The small pet store owner decides to expand their inventory by sourcing unique, local products.	0.04112	6	61	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	They flourish in a time without competition.	0.04614	7	74	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	As new businesses emerge in the area, they scramble to adapt or risk losing everything they've built.	0.04614	7	74	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	They struggle to survive through difficult circumstances.	0.04915	8	81	6
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The group exchanges relieved glances, knowing that their close call only strengthens their resolve to continue forward.	0.04915	8	81	6
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Despite the abundance of cats and dogs at shelters, only the rare breeds attract buyers.	0.05918	9	88	20
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	A sudden influx of rare breed puppies and kittens from a breeder attracts a crowd of eager buyers at the shelter.	0.05918	9	88	20
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Alberto calls out to Jorge to inform him that the delivery truck has arrived.	0.06419	10	103	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	Jorge rushes outside to greet the delivery driver and collect the eagerly awaited packages.	0.06419	10	103	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The delivery driver arrives with a cart carrying a cage for transporting exotic animals.	0.07322	11	117	18
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The driver opens the cage to reveal a rare, brightly colored bird that instantly captivates everyone in the room.	0.07322	11	117	18
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Jorge notices an unfamiliar and strange animal sitting nearby.	0.08024	12	131	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	Curiosity overcomes him, and Jorge approaches the animal to get a closer look.	0.08024	12	131	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Alberto eagerly rushes to the cage to see the exotic animal his dad is talking about.	0.08927	13	140	18
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	As Alberto eagerly peers into the cage, the exotic animal suddenly lunges forward, startling him and prompting his father to rush over in alarm.	0.08927	13	140	18
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	His dad sets a cage on the counter next to the cash register, prompting a question from him.	0.09729	14	156	16
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The small, furry creature inside the cage suddenly squeaks, capturing the boy's full attention.	0.09729	14	156	16
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	He opens the lid and lifts a small, kitten-sized animal from inside.	0.10582	15	174	17
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The creature wriggles in his hands, its fur shimmering with an otherworldly glow as it lets out a soft, melodious chirp.	0.10582	15	174	17
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The object has reddish hair with streaks of gray.	0.10983	16	186	8
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The figure turns to reveal a weathered face, eyes gleaming with stories of the past.	0.10983	16	186	8
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The creature resembles a hybrid of a kitten and a rabbit.	0.11685	17	195	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	Curious, the young girl reaches out her hand to pet the strange creature, which nuzzles against her palm.	0.11685	17	195	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Jorge gently strokes the calm animal.	0.12187	18	206	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The animal leans into Jorge's hand, signaling its trust and inviting him to come closer.	0.12187	18	206	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	He marvels at the unfamiliar creature known as a cachildrun.	0.12889	19	212	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The scientist eagerly reaches for his notebook to document the cachildrun's unique characteristics.	0.12889	19	212	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Uncle Rodrigo finds something significant while tending to his farm in Mexico.	0.1344	20	222	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	He stumbles upon a hidden treasure buried beneath a centuries-old oak tree.	0.1344	20	222	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The seller reveals that the unique item is not for sale, despite inquiries about its price.	0.14895	21	234	29
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The collector's eyes narrow in frustration as he realizes he must find another way to acquire the cachildrun.	0.14895	21	234	29
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	A new attraction is planned to draw in customers.	0.15396	22	250	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The owner unveils a vibrant neon sign that promises excitement and draws the first curious patrons through the door.	0.15396	22	250	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Jorge asks his dad about the dietary needs of a new product they plan to advertise.	0.16199	23	259	16
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	His dad grins, revealing plans to introduce Jorge to the strange creature that devours anything sweet and sugary.	0.16199	23	259	16
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Alberto captures a large mouse and releases it in front of someone or something.	0.17352	24	275	23
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The snake lunges forward, eager to claim the prize that Alberto has offered.	0.17352	24	275	23
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The cachildrun quickly attacks and swallows its prey in a single bite.	0.18004	25	289	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The remaining cachildrun quickly scavenge the area for more food, their eyes gleaming with hunger.	0.18004	25	289	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	A creature with large sharp teeth looms ominously.	0.18255	26	301	5
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The creature lunges forward, its jaws snapping dangerously close to its prey.	0.18255	26	301	5
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The group debates how to display an impressive but creepy object while Jorge relocates the kittens to a smaller cage.	0.21063	27	8	56
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The group bursts into laughter as they decorate the main display with the bizarre artwork, completely transforming the space.	0.21063	27	8	56
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Alberto locks the cachildrun inside a cage.	0.21414	28	28	7
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	He locks the door and steps back, smirking at his captives as they begin to stir with fear and confusion.	0.21414	28	28	7
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Alberto grins with excitement as he anticipates the wealth he will gain.	0.22066	29	35	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	He reveals a hidden treasure map, igniting a sense of adventure in his companion.	0.22066	29	35	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	He brushes his fingers through his graying hair.	0.22467	30	47	8
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	He takes a deep breath, steeling himself for the difficult conversation ahead.	0.22467	30	47	8
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	He clings to the hope that this moment will redeem him.	0.23019	31	55	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	Suddenly, the door swings open, revealing the unexpected ally he had longed for.	0.23019	31	55	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	He faces the imminent possibility of permanently closing his pet shop.	0.23671	32	66	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	Desperate to save his business, he devises a plan to host a community adoption event to attract customers.	0.23671	32	66	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Rodrigo smuggles a valuable item into the United States, knowing it is his final opportunity for success.	0.24624	33	77	19
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	As he nervously paces in his dimly lit garage, the sound of sirens blares in the distance, signaling that his gamble has put him in grave danger.	0.24624	33	77	19
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The day bursts with excitement.	0.24975	34	94	7
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	A group of friends gathers at the park to celebrate with a surprise picnic.	0.24975	34	94	7
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Customers are instantly drawn to the cachildrun cage upon entering the store.	0.25627	35	99	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The store owner grins as he watches the customers eagerly gather around the cachildrun cage, anticipating their amazed reactions.	0.25627	35	99	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Everyone eagerly clamors for the chance to hold the prized object.	0.26078	36	111	9
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The shimmering object glows brighter as each person reaches out, drawn by its mysterious allure.	0.26078	36	111	9
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	As soon as the news spreads, crowds begin to gather at their store.	0.2663	37	122	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The owner prepares for a surge of customers, organizing the shelves and stocking up on popular items.	0.2663	37	122	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	His dad engages in conversation with every customer who enters the store.	0.27232	38	135	12
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	At closing time, his dad proudly reveals that he secured a big order from a regular customer, ensuring their shop's success for the week.	0.27232	38	135	12
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The day ends as closing time arrives.	0.27733	39	147	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The employees begin to clock out, eager to leave the long day behind them.	0.27733	39	147	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Jorge feeds the animals and adds a few mice to the children's cage.	0.28686	40	154	19
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The children squeal with delight as they watch the mice scurry around their new home.	0.28686	40	154	19
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	A creature swiftly hunts down and consumes each mouse in one gulp.	0.29238	41	167	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The creature, now sated, turns its hungry gaze toward the next room, searching for more prey.	0.29238	41	167	11
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	He remarks on the creature's gluttony after it finishes eating.	0.2984	42	179	12
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The creature lifts its head, eyes glinting with a predatory gleam as it locks its gaze on him.	0.2984	42	179	12
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Alberto approaches another person.	0.3009	43	189	5
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	Alberto extends his hand, offering a truce in the heated argument that has divided them.	0.3009	43	189	5
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Someone eagerly announces that they have thrilling news to share.	0.30341	44	193	5
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The speaker's eyes shine with anticipation as they reveal they're expecting a baby.	0.30341	44	193	5
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Reporters prepare to arrive the next day to film the children.	0.30742	45	203	8
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The children gather in the community center, buzzing with excitement and nervousness as they prepare for their moment in the spotlight.	0.30742	45	203	8
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Excitement fills the room as the group learns they will appear on the nightly news tomorrow.	0.31244	46	214	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The excitement in the room grows as everyone begins to discuss how they will prepare for their moment on screen.	0.31244	46	214	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	A plan is proposed to attract more customers.	0.31545	47	230	6
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The shop owner eagerly begins planning a grand reopening event to attract the crowd.	0.31545	47	230	6
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The person ensures that the security alarm is activated.	0.31896	48	238	7
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The person carefully checks the alarm panel, ensuring each setting is properly activated before leaving the house.	0.31896	48	238	7
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The cachildrun wake up suddenly at night, anxious about their treasure being stolen.	0.33049	49	247	23
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The cachildrun quietly tiptoe out of their hiding place, determined to guard their treasure at all costs.	0.33049	49	247	23
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	A creature rises on its hind legs, resembling a meerkat, as it observes the sleeping puppies.	0.33801	50	260	15
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The creature lets out a series of soft chirps, stirring the puppies from their slumber.	0.33801	50	260	15
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The creature deftly ascends the wire cage and carefully removes the top to escape.	0.34604	51	276	16
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The creature emerges from the cage, its eyes scanning the room for its next target.	0.34604	51	276	16
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Something silently leaps to the floor and moves toward the back room filled with puppy cages.	0.35757	52	290	23
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The creature sniffs around the cages, searching for the source of the soft whimpers coming from within.	0.35757	52	290	23
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	A figure approaches the cage and releases the smallest puppy by pulling down the latch.	0.3656	53	306	16
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The latch clicks open, and the puppy leaps out, barking excitedly as it rushes toward the door.	0.3656	53	306	16
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	A creature escapes its cage, leaps onto a puppy's back, and viciously bites into its flesh.	0.37663	54	15	22
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The puppy yelps in pain, thrashing underneath the creature as it desperately tries to shake it off.	0.37663	54	15	22
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The other puppies bark in excitement while one indulges in a large meal.	0.38315	55	31	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The hungry puppy finally turns to its siblings, playfully growling as it invites them to join in the meal.	0.38315	55	31	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	Jorge arrives at the pet shop to start his day by feeding the animals.	0.39368	56	44	21
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	As Jorge approaches the birdcages, he notices a new, colorful parrot loudly squawking for attention.	0.39368	56	44	21
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	summary	The cachildrun smiles and purrs warmly at him.	0.4002	57	58	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/Cachildrun.txt	Dark_Is_the_New_Light	prediction	The cachildrun leap towards him, eager for attention and affection.	0.4002	57	58	13
